CSDUID,CSD,Period,IndicatorSummaryDescription,AQHI,Health Risk,percent_of_hours
4811012,Leduc County,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.046
4811012,Leduc County,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.034999999999999996
4811012,Leduc County,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.058
4811012,Leduc County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.27799999999999997
4811012,Leduc County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.52
4811012,Leduc County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.451
4811012,Leduc County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.058
4811012,Leduc County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.5
4819009,Beaverlodge,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.245
4819009,Beaverlodge,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.335
4819009,Beaverlodge,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.036000000000000004
4819009,Beaverlodge,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.333
4819009,Beaverlodge,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.203
4819009,Beaverlodge,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.27999999999999997
4819009,Beaverlodge,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.5930000000000001
4819009,Beaverlodge,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.27999999999999997
4819009,Beaverlodge,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.106
4819009,Beaverlodge,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.201
4819009,Beaverlodge,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.19
4810058,Lamont County,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.622
4810058,Lamont County,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.249
4810058,Lamont County,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.628
4810058,Lamont County,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.214
4810058,Lamont County,2015,Air Quality (percent high-quality hours),5,Moderate Quality,1.1199999999999999
4810058,Lamont County,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.377
4810058,Lamont County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.317
4810058,Lamont County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,1.262
4810058,Lamont County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.5559999999999999
4810058,Lamont County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.099
4810058,Lamont County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.38899999999999996
4810058,Lamont County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.69
4814003,Yellowhead County,2011,Air Quality (percent high-quality hours),5,Moderate Quality,0.031
4814003,Yellowhead County,2012,Air Quality (percent high-quality hours),5,Moderate Quality,0.19
4814003,Yellowhead County,2013,Air Quality (percent high-quality hours),5,Moderate Quality,0.047
4814003,Yellowhead County,2014,Air Quality (percent high-quality hours),5,Moderate Quality,0.28500000000000003
4814003,Yellowhead County,2015,Air Quality (percent high-quality hours),5,Moderate Quality,0.659
4814003,Yellowhead County,2016,Air Quality (percent high-quality hours),5,Moderate Quality,0.117
4814003,Yellowhead County,2017,Air Quality (percent high-quality hours),5,Moderate Quality,0.514
4814003,Yellowhead County,2018,Air Quality (percent high-quality hours),5,Moderate Quality,0.502
4814003,Yellowhead County,2019,Air Quality (percent high-quality hours),5,Moderate Quality,0.191
4814003,Yellowhead County,2020,Air Quality (percent high-quality hours),5,Moderate Quality,0.106
4814003,Yellowhead County,2021,Air Quality (percent high-quality hours),5,Moderate Quality,0.41700000000000004
4814003,Yellowhead County,2022,Air Quality (percent high-quality hours),5,Moderate Quality,0.15
4808011,Red Deer,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.644
4808011,Red Deer,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4808011,Red Deer,2013,Air Quality (percent high-quality hours),6,Moderate Quality,0.86
4808011,Red Deer,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.163
4808011,Red Deer,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.034
4808011,Red Deer,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.056999999999999995
4808011,Red Deer,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.5479999999999999
4808011,Red Deer,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.056999999999999995
4808011,Red Deer,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.091
4808011,Red Deer,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.10300000000000001
4811056,Fort Saskatchewan,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.41900000000000004
4811056,Fort Saskatchewan,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.154
4811056,Fort Saskatchewan,2013,Air Quality (percent high-quality hours),6,Moderate Quality,0.644
4811056,Fort Saskatchewan,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.203
4811056,Fort Saskatchewan,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.269
4811056,Fort Saskatchewan,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.038
4811056,Fort Saskatchewan,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.038
4811056,Fort Saskatchewan,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.586
4811056,Fort Saskatchewan,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.8410000000000001
4811056,Fort Saskatchewan,2020,Air Quality (percent high-quality hours),6,Moderate Quality,0.22100000000000003
4811056,Fort Saskatchewan,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.194
4811056,Fort Saskatchewan,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.41200000000000003
4811061,Edmonton,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.617
4811061,Edmonton,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.194
4811061,Edmonton,2013,Air Quality (percent high-quality hours),6,Moderate Quality,1.153
4811061,Edmonton,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.11399999999999999
4811061,Edmonton,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.08
4811061,Edmonton,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.011000000000000001
4811061,Edmonton,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.34299999999999997
4811061,Edmonton,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.8909999999999999
4811061,Edmonton,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.731
4811061,Edmonton,2020,Air Quality (percent high-quality hours),6,Moderate Quality,0.319
4811061,Edmonton,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.148
4811061,Edmonton,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.17099999999999999
4802012,Lethbridge,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.089
4802012,Lethbridge,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.016
4802012,Lethbridge,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.292
4802012,Lethbridge,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.43299999999999994
4802012,Lethbridge,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.971
4802012,Lethbridge,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.024
4802012,Lethbridge,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.359
4802012,Lethbridge,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.10200000000000001
4802031,Newell County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.565
4802031,Newell County,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4809010,Caroline,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.049
4809010,Caroline,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.034999999999999996
4809010,Caroline,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.036000000000000004
4809010,Caroline,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4809010,Caroline,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.246
4809010,Caroline,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.306
4809010,Caroline,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.034999999999999996
4809010,Caroline,2020,Air Quality (percent high-quality hours),6,Moderate Quality,0.024
4809010,Caroline,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.214
4809010,Caroline,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.024
4806021,Airdrie,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.49899999999999994
4806021,Airdrie,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.744
4806021,Airdrie,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.26
4806021,Airdrie,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.47200000000000003
4806021,Airdrie,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.22
4801006,Medicine Hat,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.063
4801006,Medicine Hat,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.034999999999999996
4801006,Medicine Hat,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.06899999999999999
4801006,Medicine Hat,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.387
4801006,Medicine Hat,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.201
4801006,Medicine Hat,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.617
4801006,Medicine Hat,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.07100000000000001
4801006,Medicine Hat,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.618
4801006,Medicine Hat,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.034999999999999996
4802021,"Taber, M.D.",2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.688
4802021,"Taber, M.D.",2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.056999999999999995
4806001,Foothills County,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.047
4806016,Calgary,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.571
4806016,Calgary,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.216
4806016,Calgary,2013,Air Quality (percent high-quality hours),6,Moderate Quality,0.241
4806016,Calgary,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.217
4806016,Calgary,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.08
4806016,Calgary,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.046
4806016,Calgary,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.468
4806016,Calgary,2018,Air Quality (percent high-quality hours),6,Moderate Quality,1.53
4806016,Calgary,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.4
4806016,Calgary,2020,Air Quality (percent high-quality hours),6,Moderate Quality,0.101
4806016,Calgary,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.502
4806016,Calgary,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.297
4817026,Northern Sunrise County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.027
4819054,Spirit River No. 133,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.027999999999999997
4819054,Spirit River No. 133,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.17099999999999999
4819012,Grande Prairie,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.11399999999999999
4819012,Grande Prairie,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4819012,Grande Prairie,2013,Air Quality (percent high-quality hours),6,Moderate Quality,0.269
4819012,Grande Prairie,2014,Air Quality (percent high-quality hours),6,Moderate Quality,0.364
4819012,Grande Prairie,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.185
4819012,Grande Prairie,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.08099999999999999
4819012,Grande Prairie,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.185
4819012,Grande Prairie,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.643
4819012,Grande Prairie,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.455
4819012,Grande Prairie,2020,Air Quality (percent high-quality hours),6,Moderate Quality,0.07100000000000001
4819012,Grande Prairie,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.26
4819012,Grande Prairie,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.245
4811032,Brazeau County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.163
4811032,Brazeau County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.046
4811032,Brazeau County,2022,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4811034,Parkland County,2011,Air Quality (percent high-quality hours),6,Moderate Quality,0.026
4811034,Parkland County,2012,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4811034,Parkland County,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.012
4811034,Parkland County,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.173
4811034,Parkland County,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.245
4811034,Parkland County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.104
4811034,Parkland County,2021,Air Quality (percent high-quality hours),6,Moderate Quality,0.06899999999999999
4811052,Strathcona County,2015,Air Quality (percent high-quality hours),6,Moderate Quality,0.08499999999999999
4811052,Strathcona County,2016,Air Quality (percent high-quality hours),6,Moderate Quality,0.011000000000000001
4811052,Strathcona County,2017,Air Quality (percent high-quality hours),6,Moderate Quality,0.10300000000000001
4811052,Strathcona County,2018,Air Quality (percent high-quality hours),6,Moderate Quality,0.333
4811052,Strathcona County,2019,Air Quality (percent high-quality hours),6,Moderate Quality,0.183
